signal_id,signal_name,customer_id,detected_date,evidence_metric_1,evidence_metric_2,segment,behavioral_state,signal_strength,explanation,signal_limitation
2217,POSITIVE_MOMENTUM,15993,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2218,POSITIVE_MOMENTUM,15994,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2219,BROAD_ENGAGEMENT_SOFTENING,15996,2011-12-31,Catalog Breadth: 140 SKUs (>= P70: 85),Frequency Momentum: -50.0% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (140 SKUs) shows declining order cadence (-50.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2220,POSITIVE_MOMENTUM,15998,2011-12-31,Spend Momentum: +195.6% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+195.6%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2221,EMERGING_BROADENING,16000,2011-12-31,State: EMERGING (Tenure: 2 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2222,POSITIVE_MOMENTUM,16000,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2223,POSITIVE_MOMENTUM,16005,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2224,POSITIVE_MOMENTUM,16007,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2225,POSITIVE_MOMENTUM,16008,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2226,HIGH_FREQUENCY_LOW_VALUE,16010,2011-12-31,Order Frequency: 11 orders (>= P80: 8),AOV: 154.08 (<= P40: 233.82),High-Value Stable,DORMANT,Medium,Highly frequent ordering behavior (11 lifetime orders) paired with modest average basket value (154.08).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2227,HIGH_FREQUENCY_LOW_VALUE,16011,2011-12-31,Order Frequency: 29 orders (>= P80: 8),AOV: 193.14 (<= P40: 233.82),High-Value Stable,SOFTENING,Low,Highly frequent ordering behavior (29 lifetime orders) paired with modest average basket value (193.14).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2228,HIGH_VALUE_SOFTENING,16012,2011-12-31,"Historical Value: 2,978.59 (>= P80: 2,910.08)",Value Momentum: -75.0% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 2,978.59) but experienced a -75.0% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2229,BROAD_ENGAGEMENT_SOFTENING,16012,2011-12-31,Catalog Breadth: 207 SKUs (>= P70: 85),Frequency Momentum: -50.0% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (207 SKUs) shows declining order cadence (-50.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2230,EMERGING_BROADENING,16015,2011-12-31,State: EMERGING (Tenure: 49 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2231,POSITIVE_MOMENTUM,16015,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2232,HIGH_FREQUENCY_LOW_VALUE,16016,2011-12-31,Order Frequency: 11 orders (>= P80: 8),AOV: 189.40 (<= P40: 233.82),High-Value Stable,ENGAGED,Low,Highly frequent ordering behavior (11 lifetime orders) paired with modest average basket value (189.40).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2233,POSITIVE_MOMENTUM,16016,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2234,POSITIVE_MOMENTUM,16017,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2235,POSITIVE_MOMENTUM,16018,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2236,POSITIVE_MOMENTUM,16019,2011-12-31,Spend Momentum: +80.2% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+80.2%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2237,EMERGING_BROADENING,16020,2011-12-31,State: EMERGING (Tenure: 65 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2238,POSITIVE_MOMENTUM,16020,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2239,POSITIVE_MOMENTUM,16023,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2240,POSITIVE_MOMENTUM,16024,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2241,EMERGING_BROADENING,16025,2011-12-31,State: EMERGING (Tenure: 29 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2242,POSITIVE_MOMENTUM,16025,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2243,EMERGING_BROADENING,16026,2011-12-31,State: EMERGING (Tenure: 43 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2244,POSITIVE_MOMENTUM,16026,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2245,HIGH_FREQUENCY_LOW_VALUE,16027,2011-12-31,Order Frequency: 15 orders (>= P80: 8),AOV: 136.56 (<= P40: 233.82),Low-Activity / Long-Recency,SOFTENING,High,Highly frequent ordering behavior (15 lifetime orders) paired with modest average basket value (136.56).,Elevated customer reversal/return rate (>10% of total spend). | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2246,BROAD_ENGAGEMENT_SOFTENING,16031,2011-12-31,Catalog Breadth: 91 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),Low-Activity / Long-Recency,SOFTENING,High,Customer historically active across broad catalog (91 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2247,POSITIVE_MOMENTUM,16036,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2248,HIGH_VALUE_SOFTENING,16041,2011-12-31,"Historical Value: 3,166.40 (>= P80: 2,910.08)",Value Momentum: -84.4% (<= -25.0%),Low-Activity / Long-Recency,SOFTENING,High,"Customer is in the top spend quintile (spend 3,166.40) but experienced a -84.4% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2249,POSITIVE_MOMENTUM,16042,2011-12-31,Spend Momentum: +77.4% (>= +25.0%),Order Momentum: +200.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+77.4%) and order volume (+200.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2250,HIGH_FREQUENCY_LOW_VALUE,16043,2011-12-31,Order Frequency: 8 orders (>= P80: 8),AOV: 232.07 (<= P40: 233.82),Emerging Engagement,ENGAGED,Low,Highly frequent ordering behavior (8 lifetime orders) paired with modest average basket value (232.07).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2251,POSITIVE_MOMENTUM,16043,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2252,HIGH_VALUE_SOFTENING,16045,2011-12-31,"Historical Value: 3,434.93 (>= P80: 2,910.08)",Value Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,"Customer is in the top spend quintile (spend 3,434.93) but experienced a -100.0% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2253,HISTORICAL_VALUE_DORMANT,16045,2011-12-31,"Historical Value: 3,434.93 (>= P80: 2,910.08)",Inactivity: 119 days since last purchase (> 120d),High-Value Stable,DORMANT,Low,"Tier-1 historical customer (3,434.93 total spend) has lapsed into dormancy with 119 days of elapsed inactivity.",Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2254,BROAD_ENGAGEMENT_SOFTENING,16045,2011-12-31,Catalog Breadth: 111 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,Customer historically active across broad catalog (111 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2255,POSITIVE_MOMENTUM,16049,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2256,EMERGING_BROADENING,16052,2011-12-31,State: EMERGING (Tenure: 54 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2257,POSITIVE_MOMENTUM,16052,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2258,HIGH_VALUE_SOFTENING,16053,2011-12-31,"Historical Value: 3,634.84 (>= P80: 2,910.08)",Value Momentum: -65.5% (<= -25.0%),High-Value Stable,ENGAGED,High,"Customer is in the top spend quintile (spend 3,634.84) but experienced a -65.5% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2259,BROAD_ENGAGEMENT_SOFTENING,16054,2011-12-31,Catalog Breadth: 109 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),Low-Activity / Long-Recency,DORMANT,High,Customer historically active across broad catalog (109 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2260,EMERGING_BROADENING,16056,2011-12-31,State: EMERGING (Tenure: 45 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2261,POSITIVE_MOMENTUM,16056,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2262,BROAD_ENGAGEMENT_SOFTENING,16057,2011-12-31,Catalog Breadth: 175 SKUs (>= P70: 85),Frequency Momentum: -66.7% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (175 SKUs) shows declining order cadence (-66.7% recent order momentum).,Elevated customer reversal/return rate (>10% of total spend). | May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2263,POSITIVE_MOMENTUM,16059,2011-12-31,Spend Momentum: +67.5% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+67.5%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2264,POSITIVE_MOMENTUM,16066,2011-12-31,Spend Momentum: +280.8% (>= +25.0%),Order Momentum: +300.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+280.8%) and order volume (+300.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2265,HISTORICAL_VALUE_DORMANT,16067,2011-12-31,"Historical Value: 3,269.11 (>= P80: 2,910.08)",Inactivity: 562 days since last purchase (> 120d),Low-Activity / Long-Recency,DORMANT,High,"Tier-1 historical customer (3,269.11 total spend) has lapsed into dormancy with 562 days of elapsed inactivity.",Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2266,EMERGING_BROADENING,16070,2011-12-31,State: EMERGING (Tenure: 32 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2267,POSITIVE_MOMENTUM,16070,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2268,POSITIVE_MOMENTUM,16071,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2269,HISTORICAL_VALUE_DORMANT,16072,2011-12-31,"Historical Value: 4,180.09 (>= P80: 2,910.08)",Inactivity: 288 days since last purchase (> 120d),High-Value Stable,DORMANT,High,"Tier-1 historical customer (4,180.09 total spend) has lapsed into dormancy with 288 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2270,HIGH_FREQUENCY_LOW_VALUE,16076,2011-12-31,Order Frequency: 10 orders (>= P80: 8),AOV: 223.47 (<= P40: 233.82),High-Value Stable,ENGAGED,Low,Highly frequent ordering behavior (10 lifetime orders) paired with modest average basket value (223.47).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2271,EMERGING_BROADENING,16079,2011-12-31,State: EMERGING (Tenure: 40 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2272,POSITIVE_MOMENTUM,16079,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2273,POSITIVE_MOMENTUM,16080,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2274,POSITIVE_MOMENTUM,16081,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2275,HIGH_FREQUENCY_LOW_VALUE,16085,2011-12-31,Order Frequency: 12 orders (>= P80: 8),AOV: 195.09 (<= P40: 233.82),High-Value Stable,ENGAGED,Low,Highly frequent ordering behavior (12 lifetime orders) paired with modest average basket value (195.09).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2276,POSITIVE_MOMENTUM,16085,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2277,POSITIVE_MOMENTUM,16094,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2278,HIGH_VALUE_SOFTENING,16098,2011-12-31,"Historical Value: 4,010.70 (>= P80: 2,910.08)",Value Momentum: -40.2% (<= -25.0%),High-Value Stable,SOFTENING,Medium,"Customer is in the top spend quintile (spend 4,010.70) but experienced a -40.2% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2279,POSITIVE_MOMENTUM,16101,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2280,POSITIVE_MOMENTUM,16104,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2281,EMERGING_BROADENING,16106,2011-12-31,State: EMERGING (Tenure: 65 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2282,POSITIVE_MOMENTUM,16106,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2283,POSITIVE_MOMENTUM,16107,2011-12-31,Spend Momentum: +77.9% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+77.9%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2284,POSITIVE_MOMENTUM,16108,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2285,POSITIVE_MOMENTUM,16110,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2286,HIGH_FREQUENCY_LOW_VALUE,16115,2011-12-31,Order Frequency: 12 orders (>= P80: 8),AOV: 212.82 (<= P40: 233.82),Emerging Engagement,ENGAGED,Low,Highly frequent ordering behavior (12 lifetime orders) paired with modest average basket value (212.82).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2287,POSITIVE_MOMENTUM,16115,2011-12-31,Spend Momentum: +169.7% (>= +25.0%),Order Momentum: +200.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+169.7%) and order volume (+200.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2288,HISTORICAL_VALUE_DORMANT,16118,2011-12-31,"Historical Value: 4,376.25 (>= P80: 2,910.08)",Inactivity: 652 days since last purchase (> 120d),Unsegmented (Insufficient History),DORMANT,High,"Tier-1 historical customer (4,376.25 total spend) has lapsed into dormancy with 652 days of elapsed inactivity.",Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2289,HIGH_FREQUENCY_LOW_VALUE,16119,2011-12-31,Order Frequency: 8 orders (>= P80: 8),AOV: 215.10 (<= P40: 233.82),Emerging Engagement,ENGAGED,Low,Highly frequent ordering behavior (8 lifetime orders) paired with modest average basket value (215.10).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2290,POSITIVE_MOMENTUM,16119,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2291,POSITIVE_MOMENTUM,16120,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
